pp_id,pp,party,party_nm,v,s,lat,lon,p
730,Towamba,GRN,The Greens,10,-0.16,-37.0848,149.695,7.246376811594203
730,Towamba,CDP,Christian Democratic Party (Fred Nile Group),1,-2.11,-37.0848,149.695,0.7246376811594203
730,Towamba,CYA,Australian Federation Party,0,0,-37.0848,149.695,0
730,Towamba,LP,Liberal,28,-12.68,-37.0848,149.695,20.28985507246377
842,Tumbarumba,ASP,"Shooters, Fishers and Farmers",194,19.17,-35.7847,148.017,19.1699604743083
842,Tumbarumba,FUT,Science Party,6,0.59,-35.7847,148.017,0.592885375494071
842,Tumbarumba,HMP,Help End Marijuana Prohibition (HEMP) Party,22,2.17,-35.7847,148.017,2.1739130434782608
842,Tumbarumba,IND,Independent,2,-1.67,-35.7847,148.017,0.1976284584980237
842,Tumbarumba,NP,The Nationals,47,-3,-35.7847,148.017,4.644268774703558
842,Tumbarumba,LDP,Liberal Democrats,11,1.09,-35.7847,148.017,1.0869565217391304
842,Tumbarumba,SPP,SUSTAINABLE AUSTRALIA - STOP OVERDEVELOPMENT. STOP CORRUPTION.,10,0.99,-35.7847,148.017,0.9881422924901186
842,Tumbarumba,ALP,Labor,304,-12.55,-35.7847,148.017,30.039525691699602
842,Tumbarumba,IND,Independent,9,0.89,-35.7847,148.017,0.8893280632411068
842,Tumbarumba,IND,Independent,5,0.49,-35.7847,148.017,0.4940711462450593
842,Tumbarumba,GRN,The Greens,24,-0.55,-35.7847,148.017,2.371541501976284
842,Tumbarumba,CDP,Christian Democratic Party (Fred Nile Group),8,-1.35,-35.7847,148.017,0.7905138339920948
842,Tumbarumba,CYA,Australian Federation Party,1,0.1,-35.7847,148.017,0.09881422924901186
842,Tumbarumba,LP,Liberal,369,2.94,-35.7847,148.017,36.462450592885375
1324,Tumut,ASP,"Shooters, Fishers and Farmers",50,7.82,-35.3069305,148.2109308,7.82472613458529
1324,Tumut,FUT,Science Party,5,0.78,-35.3069305,148.2109308,0.7824726134585289
1324,Tumut,HMP,Help End Marijuana Prohibition (HEMP) Party,32,5.01,-35.3069305,148.2109308,5.007824726134586
1324,Tumut,IND,Independent,8,-0.88,-35.3069305,148.2109308,1.2519561815336464
1324,Tumut,NP,The Nationals,36,-3.19,-35.3069305,148.2109308,5.633802816901409
1324,Tumut,LDP,Liberal Democrats,11,1.72,-35.3069305,148.2109308,1.7214397496087637
1324,Tumut,SPP,SUSTAINABLE AUSTRALIA - STOP OVERDEVELOPMENT. STOP CORRUPTION.,5,0.78,-35.3069305,148.2109308,0.7824726134585289
1324,Tumut,ALP,Labor,199,-3.77,-35.3069305,148.2109308,31.142410015649453
1324,Tumut,IND,Independent,5,0.78,-35.3069305,148.2109308,0.7824726134585289
1324,Tumut,IND,Independent,17,2.66,-35.3069305,148.2109308,2.660406885758998
1324,Tumut,GRN,The Greens,15,-2.5,-35.3069305,148.2109308,2.3474178403755865
1324,Tumut,CDP,Christian Democratic Party (Fred Nile Group),11,-1.18,-35.3069305,148.2109308,1.7214397496087637
1324,Tumut,CYA,Australian Federation Party,0,0,-35.3069305,148.2109308,0
1324,Tumut,LP,Liberal,245,3.21,-35.3069305,148.2109308,38.341158059467915
11950,Tumut East,ASP,"Shooters, Fishers and Farmers",48,9.62,-35.3126,148.219,9.619238476953909
11950,Tumut East,FUT,Science Party,7,1.4,-35.3126,148.219,1.402805611222445
11950,Tumut East,HMP,Help End Marijuana Prohibition (HEMP) Party,34,6.81,-35.3126,148.219,6.813627254509018
11950,Tumut East,IND,Independent,4,-1.47,-35.3126,148.219,0.8016032064128256
11950,Tumut East,NP,The Nationals,27,-1.24,-35.3126,148.219,5.410821643286573
11950,Tumut East,LDP,Liberal Democrats,7,1.4,-35.3126,148.219,1.402805611222445
11950,Tumut East,SPP,SUSTAINABLE AUSTRALIA - STOP OVERDEVELOPMENT. STOP CORRUPTION.,2,0.4,-35.3126,148.219,0.4008016032064128
11950,Tumut East,ALP,Labor,180,-6.76,-35.3126,148.219,36.07214428857716
11950,Tumut East,IND,Independent,0,0,-35.3126,148.219,0
11950,Tumut East,IND,Independent,12,2.4,-35.3126,148.219,2.404809619238477
11950,Tumut East,GRN,The Greens,12,-2.02,-35.3126,148.219,2.404809619238477
11950,Tumut East,CDP,Christian Democratic Party (Fred Nile Group),4,-0.01,-35.3126,148.219,0.8016032064128256
11950,Tumut East,CYA,Australian Federation Party,6,1.2,-35.3126,148.219,1.2024048096192386
11950,Tumut East,LP,Liberal,156,1.85,-35.3126,148.219,31.262525050100198
65490,Tumut PPVC,ASP,"Shooters, Fishers and Farmers",350,9.3,-35.3025921,148.2211508,9.301089556205156
65490,Tumut PPVC,FUT,Science Party,32,0.85,-35.3025921,148.2211508,0.8503853308530427
65490,Tumut PPVC,HMP,Help End Marijuana Prohibition (HEMP) Party,76,2.02,-35.3025921,148.2211508,2.0196651607759764
65490,Tumut PPVC,IND,Independent,25,-1.19,-35.3025921,148.2211508,0.6643635397289397
65490,Tumut PPVC,NP,The Nationals,182,-2.89,-35.3025921,148.2211508,4.836566569226681
65490,Tumut PPVC,LDP,Liberal Democrats,53,1.41,-35.3025921,148.2211508,1.4084507042253522
65490,Tumut PPVC,SPP,SUSTAINABLE AUSTRALIA - STOP OVERDEVELOPMENT. STOP CORRUPTION.,35,0.93,-35.3025921,148.2211508,0.9301089556205155
65490,Tumut PPVC,ALP,Labor,1240,-2.99,-35.3025921,148.2211508,32.952431570555405
65490,Tumut PPVC,IND,Independent,20,0.53,-35.3025921,148.2211508,0.5314908317831517
65490,Tumut PPVC,IND,Independent,72,1.91,-35.3025921,148.2211508,1.913366994419346
65490,Tumut PPVC,GRN,The Greens,84,0.14,-35.3025921,148.2211508,2.2322614934892373
65490,Tumut PPVC,CDP,Christian Democratic Party (Fred Nile Group),49,-0.01,-35.3025921,148.2211508,1.3021525378687218
65490,Tumut PPVC,CYA,Australian Federation Party,4,0.11,-35.3025921,148.2211508,0.10629816635663034
65490,Tumut PPVC,LP,Liberal,1541,5.99,-35.3025921,148.2211508,40.95136858889184
31665,Tura Beach,ASP,"Shooters, Fishers and Farmers",23,3.07,-36.85,149.925,3.0666666666666664
31665,Tura Beach,FUT,Science Party,6,0.8,-36.85,149.925,0.8
31665,Tura Beach,HMP,Help End Marijuana Prohibition (HEMP) Party,15,2,-36.85,149.925,2
31665,Tura Beach,IND,Independent,2,-0.87,-36.85,149.925,0.26666666666666666
31665,Tura Beach,NP,The Nationals,9,-1.77,-36.85,149.925,1.2
31665,Tura Beach,LDP,Liberal Democrats,3,0.4,-36.85,149.925,0.4
31665,Tura Beach,SPP,SUSTAINABLE AUSTRALIA - STOP OVERDEVELOPMENT. STOP CORRUPTION.,3,0.4,-36.85,149.925,0.4
31665,Tura Beach,ALP,Labor,316,4.93,-36.85,149.925,42.13333333333333
31665,Tura Beach,IND,Independent,8,1.07,-36.85,149.925,1.0666666666666667
31665,Tura Beach,IND,Independent,2,0.27,-36.85,149.925,0.26666666666666666
31665,Tura Beach,GRN,The Greens,34,-1.88,-36.85,149.925,4.533333333333333
31665,Tura Beach,CDP,Christian Democratic Party (Fred Nile Group),4,-0.53,-36.85,149.925,0.5333333333333333
31665,Tura Beach,CYA,Australian Federation Party,1,0.13,-36.85,149.925,0.13333333333333333
31665,Tura Beach,LP,Liberal,324,-4.75,-36.85,149.925,43.2
733,Wamboin,ASP,"Shooters, Fishers and Farmers",24,4.05,-35.252,149.306,4.0472175379426645
733,Wamboin,FUT,Science Party,10,1.69,-35.252,149.306,1.6863406408094435
733,Wamboin,HMP,Help End Marijuana Prohibition (HEMP) Party,5,0.84,-35.252,149.306,0.8431703204047217
733,Wamboin,IND,Independent,5,-2.45,-35.252,149.306,0.8431703204047217
733,Wamboin,NP,The Nationals,45,-0.64,-35.252,149.306,7.588532883642496
733,Wamboin,LDP,Liberal Democrats,3,0.51,-35.252,149.306,0.5059021922428331
733,Wamboin,SPP,SUSTAINABLE AUSTRALIA - STOP OVERDEVELOPMENT. STOP CORRUPTION.,6,1.01,-35.252,149.306,1.0118043844856661
733,Wamboin,ALP,Labor,225,-1.47,-35.252,149.306,37.94266441821248
733,Wamboin,IND,Independent,11,1.85,-35.252,149.306,1.854974704890388
733,Wamboin,IND,Independent,17,2.87,-35.252,149.306,2.866779089376054
733,Wamboin,GRN,The Greens,66,-1.22,-35.252,149.306,11.129848229342327
733,Wamboin,CDP,Christian Democratic Party (Fred Nile Group),9,-0.26,-35.252,149.306,1.5177065767284992
733,Wamboin,CYA,Australian Federation Party,2,0.34,-35.252,149.306,0.33726812816188867
733,Wamboin,LP,Liberal,165,-3.53,-35.252,149.306,27.82462057335582
734,Wolumla,ASP,"Shooters, Fishers and Farmers",26,6.48,-36.834,149.81,6.483790523690773
734,Wolumla,FUT,Science Party,3,0.75,-36.834,149.81,0.7481296758104738
734,Wolumla,HMP,Help End Marijuana Prohibition (HEMP) Party,15,3.74,-36.834,149.81,3.7406483790523692
734,Wolumla,IND,Independent,3,-0.92,-36.834,149.81,0.7481296758104738
734,Wolumla,NP,The Nationals,2,-2.83,-36.834,149.81,0.4987531172069825
734,Wolumla,LDP,Liberal Democrats,0,0,-36.834,149.81,0
734,Wolumla,SPP,SUSTAINABLE AUSTRALIA - STOP OVERDEVELOPMENT. STOP CORRUPTION.,3,0.75,-36.834,149.81,0.7481296758104738
734,Wolumla,ALP,Labor,170,1.66,-36.834,149.81,42.394014962593516
734,Wolumla,IND,Independent,4,1,-36.834,149.81,0.997506234413965
734,Wolumla,IND,Independent,5,1.25,-36.834,149.81,1.2468827930174564
734,Wolumla,GRN,The Greens,23,-3.84,-36.834,149.81,5.7356608478802995
734,Wolumla,CDP,Christian Democratic Party (Fred Nile Group),3,-0.08,-36.834,149.81,0.7481296758104738
734,Wolumla,CYA,Australian Federation Party,2,0.5,-36.834,149.81,0.4987531172069825
734,Wolumla,LP,Liberal,142,-1.59,-36.834,149.81,35.41147132169576
735,Wyndham,ASP,"Shooters, Fishers and Farmers",11,4.33,-36.9292,149.646,4.330708661417323
735,Wyndham,FUT,Science Party,1,0.39,-36.9292,149.646,0.39370078740157477
735,Wyndham,HMP,Help End Marijuana Prohibition (HEMP) Party,7,2.76,-36.9292,149.646,2.7559055118110236
735,Wyndham,IND,Independent,1,-1.97,-36.9292,149.646,0.39370078740157477
735,Wyndham,NP,The Nationals,2,-1.92,-36.9292,149.646,0.7874015748031495
735,Wyndham,LDP,Liberal Democrats,1,0.39,-36.9292,149.646,0.39370078740157477
735,Wyndham,SPP,SUSTAINABLE AUSTRALIA - STOP OVERDEVELOPMENT. STOP CORRUPTION.,3,1.18,-36.9292,149.646,1.1811023622047243
735,Wyndham,ALP,Labor,150,13,-36.9292,149.646,59.055118110236215
735,Wyndham,IND,Independent,1,0.39,-36.9292,149.646,0.39370078740157477
735,Wyndham,IND,Independent,3,1.18,-36.9292,149.646,1.1811023622047243
735,Wyndham,GRN,The Greens,21,-13.55,-36.9292,149.646,8.267716535433072
735,Wyndham,CDP,Christian Democratic Party (Fred Nile Group),0,-0.68,-36.9292,149.646,0
735,Wyndham,CYA,Australian Federation Party,2,0.79,-36.9292,149.646,0.7874015748031495
735,Wyndham,LP,Liberal,51,-2.58,-36.9292,149.646,20.078740157480315
1338,Yass,ASP,"Shooters, Fishers and Farmers",38,4.25,-34.8426,148.912,4.250559284116331
1338,Yass,FUT,Science Party,15,1.68,-34.8426,148.912,1.6778523489932886
1338,Yass,HMP,Help End Marijuana Prohibition (HEMP) Party,16,1.79,-34.8426,148.912,1.7897091722595078
1338,Yass,IND,Independent,6,-1.21,-34.8426,148.912,0.6711409395973155
1338,Yass,NP,The Nationals,54,-2.89,-34.8426,148.912,6.0402684563758395
1338,Yass,LDP,Liberal Democrats,6,0.67,-34.8426,148.912,0.6711409395973155
1338,Yass,SPP,SUSTAINABLE AUSTRALIA - STOP OVERDEVELOPMENT. STOP CORRUPTION.,6,0.67,-34.8426,148.912,0.6711409395973155
1338,Yass,ALP,Labor,340,-2.87,-34.8426,148.912,38.03131991051455
1338,Yass,IND,Independent,4,0.45,-34.8426,148.912,0.44742729306487694
1338,Yass,IND,Independent,21,2.35,-34.8426,148.912,2.348993288590604
1338,Yass,GRN,The Greens,56,-5.66,-34.8426,148.912,6.263982102908278
1338,Yass,CDP,Christian Democratic Party (Fred Nile Group),5,-1.04,-34.8426,148.912,0.5592841163310962
1338,Yass,CYA,Australian Federation Party,0,0,-34.8426,148.912,0
1338,Yass,LP,Liberal,327,5.37,-34.8426,148.912,36.577181208053695
98143,Yass Central,ASP,"Shooters, Fishers and Farmers",47,10.61,NA,NA,10.609480812641085
98143,Yass Central,FUT,Science Party,8,1.81,NA,NA,1.805869074492099
98143,Yass Central,HMP,Help End Marijuana Prohibition (HEMP) Party,13,2.93,NA,NA,2.9345372460496613
98143,Yass Central,IND,Independent,1,-1.65,NA,NA,0.2257336343115124
98143,Yass Central,NP,The Nationals,34,-1.26,NA,NA,7.674943566591422
98143,Yass Central,LDP,Liberal Democrats,4,0.9,NA,NA,0.9029345372460496
98143,Yass Central,SPP,SUSTAINABLE AUSTRALIA - STOP OVERDEVELOPMENT. STOP CORRUPTION.,11,2.48,NA,NA,2.4830699774266365
98143,Yass Central,ALP,Labor,153,-6.36,NA,NA,34.537246049661405
98143,Yass Central,IND,Independent,3,0.68,NA,NA,0.6772009029345373
98143,Yass Central,IND,Independent,4,0.9,NA,NA,0.9029345372460496
98143,Yass Central,GRN,The Greens,23,-6.73,NA,NA,5.191873589164786
98143,Yass Central,CDP,Christian Democratic Party (Fred Nile Group),4,-0.7,NA,NA,0.9029345372460496
98143,Yass Central,CYA,Australian Federation Party,2,0.45,NA,NA,0.4514672686230248
98143,Yass Central,LP,Liberal,136,-0.51,NA,NA,30.699774266365687
11951,Yass North,ASP,"Shooters, Fishers and Farmers",48,13.56,-34.8342,148.912,13.559322033898304
11951,Yass North,FUT,Science Party,14,3.95,-34.8342,148.912,3.954802259887006
11951,Yass North,HMP,Help End Marijuana Prohibition (HEMP) Party,7,1.98,-34.8342,148.912,1.977401129943503
11951,Yass North,IND,Independent,3,-1.24,-34.8342,148.912,0.847457627118644
11951,Yass North,NP,The Nationals,17,-7.19,-34.8342,148.912,4.80225988700565
11951,Yass North,LDP,Liberal Democrats,4,1.13,-34.8342,148.912,1.1299435028248588
11951,Yass North,SPP,SUSTAINABLE AUSTRALIA - STOP OVERDEVELOPMENT. STOP CORRUPTION.,5,1.41,-34.8342,148.912,1.4124293785310735
11951,Yass North,ALP,Labor,112,-5.53,-34.8342,148.912,31.63841807909605
11951,Yass North,IND,Independent,6,1.69,-34.8342,148.912,1.694915254237288
11951,Yass North,IND,Independent,2,0.56,-34.8342,148.912,0.5649717514124294
11951,Yass North,GRN,The Greens,30,-0.98,-34.8342,148.912,8.47457627118644
11951,Yass North,CDP,Christian Democratic Party (Fred Nile Group),3,-1.41,-34.8342,148.912,0.847457627118644
11951,Yass North,CYA,Australian Federation Party,1,0.28,-34.8342,148.912,0.2824858757062147
11951,Yass North,LP,Liberal,102,-3.85,-34.8342,148.912,28.8135593220339
46471,Yass PPVC,ASP,"Shooters, Fishers and Farmers",299,8.11,-34.8396998,148.9117192,8.111774281063482
46471,Yass PPVC,FUT,Science Party,41,1.11,-34.8396998,148.9117192,1.112316874660879
46471,Yass PPVC,HMP,Help End Marijuana Prohibition (HEMP) Party,49,1.33,-34.8396998,148.9117192,1.3293543136190993
46471,Yass PPVC,IND,Independent,19,-1.68,-34.8396998,148.9117192,0.5154639175257731
46471,Yass PPVC,NP,The Nationals,185,-7.46,-34.8396998,148.9117192,5.018990775908844
46471,Yass PPVC,LDP,Liberal Democrats,22,0.6,-34.8396998,148.9117192,0.5968529571351058
46471,Yass PPVC,SPP,SUSTAINABLE AUSTRALIA - STOP OVERDEVELOPMENT. STOP CORRUPTION.,31,0.84,-34.8396998,148.9117192,0.8410200759631037
46471,Yass PPVC,ALP,Labor,1222,-3.61,-34.8396998,148.9117192,33.15246880086815
46471,Yass PPVC,IND,Independent,15,0.41,-34.8396998,148.9117192,0.40694519804666307
46471,Yass PPVC,IND,Independent,45,1.22,-34.8396998,148.9117192,1.220835594139989
46471,Yass PPVC,GRN,The Greens,182,-0.44,-34.8396998,148.9117192,4.937601736299511
46471,Yass PPVC,CDP,Christian Democratic Party (Fred Nile Group),32,-0.29,-34.8396998,148.9117192,0.8681497558328812
46471,Yass PPVC,CYA,Australian Federation Party,7,0.19,-34.8396998,148.9117192,0.18990775908844276
46471,Yass PPVC,LP,Liberal,1537,4.39,-34.8396998,148.9117192,41.698317959848076
